#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PDE6A	PRCD	9606.ENSP00000255266	9606.ENSP00000467661	0	0	0	0	0	0	0	0.815	0.815
PDE6A	CERKL	9606.ENSP00000255266	9606.ENSP00000341159	0	0	0	0	0.067	0	0	0.821	0.825
PDE6A	CNGA1	9606.ENSP00000255266	9606.ENSP00000384264	0	0	0	0	0.095	0.071	0.500	0.851	0.929
PDE6A	PDE6B	9606.ENSP00000255266	9606.ENSP00000420295	0	0	0.052	0.976	0	0	0.900	0.831	0.982
PDE6A	PDE6G	9606.ENSP00000255266	9606.ENSP00000328412	0	0	0	0	0.071	0.501	0.900	0.979	0.998
PDE6B	GUCA1A	9606.ENSP00000420295	9606.ENSP00000053469	0	0	0	0	0.060	0	0	0.551	0.559
PDE6B	IMPG2	9606.ENSP00000420295	9606.ENSP00000193391	0	0	0	0	0	0	0	0.647	0.647
PDE6B	RP1	9606.ENSP00000420295	9606.ENSP00000220676	0	0	0	0	0.103	0.049	0	0.359	0.405
PDE6B	CRX	9606.ENSP00000420295	9606.ENSP00000221996	0	0	0	0	0.107	0	0	0.837	0.848
PDE6B	RCVRN	9606.ENSP00000420295	9606.ENSP00000226193	0	0	0	0	0.129	0	0	0.690	0.719
PDE6B	TULP1	9606.ENSP00000420295	9606.ENSP00000229771	0	0	0	0	0.062	0	0	0.761	0.766
PDE6B	GUCA1B	9606.ENSP00000420295	9606.ENSP00000230361	0	0	0	0	0.121	0	0	0.829	0.843
PDE6B	PRPH2	9606.ENSP00000420295	9606.ENSP00000230381	0	0	0	0	0.087	0	0	0.968	0.969
PDE6B	GNAT1	9606.ENSP00000420295	9606.ENSP00000232461	0	0	0	0	0.074	0.487	0.900	0.829	0.990
PDE6B	REEP6	9606.ENSP00000420295	9606.ENSP00000233596	0	0	0	0	0.042	0	0	0.472	0.472
PDE6B	GNGT1	9606.ENSP00000420295	9606.ENSP00000248572	0	0	0	0	0.111	0	0.900	0.452	0.947
PDE6B	OPN1SW	9606.ENSP00000420295	9606.ENSP00000249389	0	0	0	0	0.094	0.046	0	0.497	0.527
PDE6B	CNGB1	9606.ENSP00000420295	9606.ENSP00000251102	0	0	0	0	0.059	0.091	0.500	0.807	0.906
PDE6B	GNAT2	9606.ENSP00000420295	9606.ENSP00000251337	0	0	0	0	0.074	0.336	0.900	0.603	0.972
PDE6B	GUCY2D	9606.ENSP00000420295	9606.ENSP00000254854	0	0	0	0	0.086	0.126	0.691	0.712	0.919
PDE6B	PDE6A	9606.ENSP00000420295	9606.ENSP00000255266	0	0	0.052	0.976	0	0	0.900	0.831	0.982
PDE6B	RDH5	9606.ENSP00000420295	9606.ENSP00000257895	0	0	0	0	0.067	0	0	0.431	0.447
PDE6B	GUCA1C	9606.ENSP00000420295	9606.ENSP00000261047	0	0	0	0	0	0	0	0.535	0.535
PDE6B	SLC24A1	9606.ENSP00000420295	9606.ENSP00000261892	0	0	0	0	0.082	0	0	0.666	0.681
PDE6B	RPE65	9606.ENSP00000420295	9606.ENSP00000262340	0	0	0	0	0.067	0	0	0.842	0.846
PDE6B	GRK7	9606.ENSP00000420295	9606.ENSP00000264952	0	0	0	0	0.100	0.057	0	0.477	0.518
PDE6B	PDE6H	9606.ENSP00000420295	9606.ENSP00000266395	0	0	0	0	0.086	0	0	0.631	0.649
PDE6B	RLBP1	9606.ENSP00000420295	9606.ENSP00000268125	0	0	0	0	0	0	0	0.594	0.594
PDE6B	CNGA3	9606.ENSP00000420295	9606.ENSP00000272602	0	0	0	0	0.073	0.071	0	0.663	0.685
PDE6B	ROM1	9606.ENSP00000420295	9606.ENSP00000278833	0	0	0	0	0.067	0	0	0.758	0.764
PDE6B	PDE6D	9606.ENSP00000420295	9606.ENSP00000287600	0	0	0	0	0.042	0.087	0	0.594	0.614
PDE6B	MERTK	9606.ENSP00000420295	9606.ENSP00000295408	0	0	0	0	0	0	0	0.685	0.685
PDE6B	RHO	9606.ENSP00000420295	9606.ENSP00000296271	0	0	0	0	0.244	0.046	0	0.870	0.898
PDE6B	RP9	9606.ENSP00000420295	9606.ENSP00000297157	0	0	0	0	0	0	0	0.573	0.573
PDE6B	NXNL1	9606.ENSP00000420295	9606.ENSP00000305631	0	0	0	0	0.067	0	0	0.832	0.836
PDE6B	USH2A	9606.ENSP00000420295	9606.ENSP00000305941	0	0	0	0	0.058	0	0	0.605	0.612
PDE6B	ARR3	9606.ENSP00000420295	9606.ENSP00000311538	0	0	0	0	0.087	0.045	0	0.577	0.599
PDE6B	PRPF3	9606.ENSP00000420295	9606.ENSP00000315379	0	0	0	0	0	0	0	0.568	0.568
PDE6B	CNGB3	9606.ENSP00000420295	9606.ENSP00000316605	0	0	0	0	0.059	0.091	0	0.612	0.639
PDE6B	SNRNP200	9606.ENSP00000420295	9606.ENSP00000317123	0	0	0	0	0	0	0	0.532	0.532
PDE6B	ZNF513	9606.ENSP00000420295	9606.ENSP00000318373	0	0	0	0	0	0.048	0	0.601	0.603
PDE6B	PRPF31	9606.ENSP00000420295	9606.ENSP00000324122	0	0	0	0	0	0	0	0.649	0.649
PDE6B	CABP4	9606.ENSP00000420295	9606.ENSP00000324960	0	0	0	0	0.128	0	0	0.614	0.649
PDE6B	PDE6G	9606.ENSP00000420295	9606.ENSP00000328412	0	0	0	0	0.098	0.501	0.900	0.949	0.997
PDE6B	CLRN1	9606.ENSP00000420295	9606.ENSP00000329158	0	0	0	0	0	0	0	0.447	0.447
PDE6B	PCARE	9606.ENSP00000420295	9606.ENSP00000332809	0	0	0	0	0.109	0	0	0.681	0.703
PDE6B	RGS9BP	9606.ENSP00000420295	9606.ENSP00000334134	0	0	0	0	0.086	0	0.400	0.405	0.645
PDE6B	FSCN2	9606.ENSP00000420295	9606.ENSP00000334665	0	0	0	0	0	0	0	0.614	0.614
PDE6B	GRK1	9606.ENSP00000420295	9606.ENSP00000334876	0	0	0	0	0.074	0.057	0	0.562	0.584
PDE6B	LRAT	9606.ENSP00000420295	9606.ENSP00000337224	0	0	0	0	0.064	0	0	0.666	0.674
PDE6B	CERKL	9606.ENSP00000420295	9606.ENSP00000341159	0	0	0	0	0.067	0	0	0.726	0.733
PDE6B	KLHL7	9606.ENSP00000420295	9606.ENSP00000343273	0	0	0	0	0	0	0	0.487	0.487
PDE6B	IMPDH1	9606.ENSP00000420295	9606.ENSP00000345096	0	0	0	0	0.055	0.107	0	0.601	0.634
PDE6B	DHDDS	9606.ENSP00000420295	9606.ENSP00000353104	0	0	0	0	0	0	0	0.418	0.418
PDE6B	TOPORS	9606.ENSP00000420295	9606.ENSP00000353735	0	0	0	0	0	0	0	0.559	0.559
PDE6B	RD3	9606.ENSP00000420295	9606.ENSP00000355969	0	0	0	0	0	0.091	0	0.912	0.917
PDE6B	SEMA4A	9606.ENSP00000420295	9606.ENSP00000357265	0	0	0	0	0	0	0	0.489	0.489
PDE6B	ABCA4	9606.ENSP00000420295	9606.ENSP00000359245	0	0	0	0	0.059	0	0	0.645	0.651
PDE6B	EYS	9606.ENSP00000420295	9606.ENSP00000359655	0	0	0	0	0	0.042	0	0.726	0.727
PDE6B	PDE6C	9606.ENSP00000420295	9606.ENSP00000360502	0	0	0.055	0.969	0	0	0	0.402	0.411
PDE6B	CACNA1F	9606.ENSP00000420295	9606.ENSP00000365441	0	0	0	0	0.117	0	0	0.678	0.704
PDE6B	AIPL1	9606.ENSP00000420295	9606.ENSP00000370521	0	0	0	0	0.142	0.046	0	0.724	0.754
PDE6B	RP1L1	9606.ENSP00000420295	9606.ENSP00000371923	0	0	0	0	0.086	0	0	0.383	0.412
PDE6B	SPATA7	9606.ENSP00000420295	9606.ENSP00000377176	0	0	0	0	0	0	0	0.435	0.435
PDE6B	RPGRIP1	9606.ENSP00000420295	9606.ENSP00000382895	0	0	0	0	0.086	0.062	0	0.641	0.665
PDE6B	CNGA1	9606.ENSP00000420295	9606.ENSP00000384264	0	0	0	0	0.105	0.071	0.500	0.854	0.931
PDE6B	FAM161A	9606.ENSP00000420295	9606.ENSP00000385158	0	0	0	0	0	0	0	0.788	0.788
PDE6B	SAG	9606.ENSP00000420295	9606.ENSP00000386444	0	0	0	0	0.061	0.045	0	0.466	0.479
PDE6B	BEST1	9606.ENSP00000420295	9606.ENSP00000399709	0	0	0	0	0.055	0	0	0.490	0.497
PDE6B	RPGRIP1L	9606.ENSP00000420295	9606.ENSP00000493946	0	0	0	0	0	0.072	0	0.390	0.409
PDE6B	OPN1MW	9606.ENSP00000420295	9606.ENSP00000472316	0	0	0	0	0.103	0.046	0	0.474	0.511
PDE6B	PROM1	9606.ENSP00000420295	9606.ENSP00000426809	0	0	0	0	0.060	0	0	0.535	0.544
PDE6B	TTC8	9606.ENSP00000420295	9606.ENSP00000482306	0	0	0	0	0	0	0	0.550	0.550
PDE6B	PRPF8	9606.ENSP00000420295	9606.ENSP00000460348	0	0	0	0	0	0	0	0.553	0.553
PDE6B	IDH3B	9606.ENSP00000420295	9606.ENSP00000482773	0	0	0	0	0	0	0	0.555	0.555
PDE6B	CEP290	9606.ENSP00000420295	9606.ENSP00000448012	0	0	0	0	0.058	0	0	0.583	0.590
PDE6B	NR2E3	9606.ENSP00000420295	9606.ENSP00000482504	0	0	0	0	0.088	0	0	0.698	0.713
PDE6B	RDH12	9606.ENSP00000420295	9606.ENSP00000449079	0	0	0	0	0.055	0.062	0	0.730	0.739
PDE6B	PRCD	9606.ENSP00000420295	9606.ENSP00000467661	0	0	0	0	0	0	0	0.750	0.750
PDE6B	NRL	9606.ENSP00000420295	9606.ENSP00000454062	0	0	0	0	0	0	0	0.779	0.779
PDE6B	RPGR	9606.ENSP00000420295	9606.ENSP00000495537	0	0	0	0	0.068	0	0	0.788	0.794
PDE6C	GUCA1A	9606.ENSP00000360502	9606.ENSP00000053469	0	0	0	0	0.060	0	0	0.461	0.472
PDE6C	CRX	9606.ENSP00000360502	9606.ENSP00000221996	0	0	0	0	0.060	0	0	0.591	0.600
PDE6C	RCVRN	9606.ENSP00000360502	9606.ENSP00000226193	0	0	0	0	0.120	0	0	0.546	0.583
PDE6C	GUCA1B	9606.ENSP00000360502	9606.ENSP00000230361	0	0	0	0	0.128	0	0	0.478	0.525
PDE6C	PRPH2	9606.ENSP00000360502	9606.ENSP00000230381	0	0	0	0	0.082	0	0	0.512	0.532
PDE6C	GNAT1	9606.ENSP00000360502	9606.ENSP00000232461	0	0	0	0	0.099	0.307	0	0.488	0.652
PDE6C	GNGT1	9606.ENSP00000360502	9606.ENSP00000248572	0	0	0	0	0.120	0	0	0.565	0.601
PDE6C	OPN1SW	9606.ENSP00000360502	9606.ENSP00000249389	0	0	0	0	0.094	0.046	0	0.532	0.561
PDE6C	CNGB1	9606.ENSP00000360502	9606.ENSP00000251102	0	0	0	0	0.061	0.089	0	0.723	0.743
PDE6C	GNAT2	9606.ENSP00000360502	9606.ENSP00000251337	0	0	0	0	0.074	0.307	0	0.979	0.985
PDE6C	GUCY2D	9606.ENSP00000360502	9606.ENSP00000254854	0	0	0	0	0.086	0.126	0.691	0.609	0.890
PDE6C	RDH5	9606.ENSP00000360502	9606.ENSP00000257895	0	0	0	0	0.067	0	0	0.413	0.429
PDE6C	GUCA1C	9606.ENSP00000360502	9606.ENSP00000261047	0	0	0	0	0.044	0	0	0.531	0.532
PDE6C	SLC24A1	9606.ENSP00000360502	9606.ENSP00000261892	0	0	0	0	0.059	0	0	0.591	0.599
PDE6C	RPE65	9606.ENSP00000360502	9606.ENSP00000262340	0	0	0	0	0.112	0	0	0.418	0.462
PDE6C	PITPNM3	9606.ENSP00000360502	9606.ENSP00000262483	0	0	0	0	0.055	0	0	0.415	0.424
PDE6C	BBS7	9606.ENSP00000360502	9606.ENSP00000264499	0	0	0	0	0	0	0	0.491	0.491
PDE6C	GRK7	9606.ENSP00000360502	9606.ENSP00000264952	0	0	0	0	0.123	0.057	0	0.454	0.510
PDE6C	PDE6H	9606.ENSP00000360502	9606.ENSP00000266395	0	0	0	0	0.099	0	0	0.915	0.921
PDE6C	CNGA3	9606.ENSP00000360502	9606.ENSP00000272602	0	0	0	0	0.087	0.071	0	0.975	0.976
PDE6C	ROM1	9606.ENSP00000360502	9606.ENSP00000278833	0	0	0	0	0.067	0	0	0.616	0.627
PDE6C	C8orf37	9606.ENSP00000360502	9606.ENSP00000286688	0	0	0	0	0	0	0	0.439	0.439
PDE6C	PDE6D	9606.ENSP00000360502	9606.ENSP00000287600	0	0	0	0	0	0.087	0	0.646	0.663
PDE6C	RHO	9606.ENSP00000360502	9606.ENSP00000296271	0	0	0	0	0.132	0.046	0	0.630	0.667
PDE6C	NXNL1	9606.ENSP00000360502	9606.ENSP00000305631	0	0	0	0	0.074	0	0	0.509	0.526
PDE6C	ARR3	9606.ENSP00000360502	9606.ENSP00000311538	0	0	0	0	0.085	0.045	0	0.679	0.695
PDE6C	CNGB3	9606.ENSP00000360502	9606.ENSP00000316605	0	0	0	0	0.100	0.089	0	0.982	0.984
PDE6C	PDE6G	9606.ENSP00000360502	9606.ENSP00000328412	0	0	0	0	0.066	0.457	0	0.532	0.742
PDE6C	RGS9BP	9606.ENSP00000360502	9606.ENSP00000334134	0	0	0	0	0.086	0	0	0.488	0.512
PDE6C	FSCN2	9606.ENSP00000360502	9606.ENSP00000334665	0	0	0	0	0.056	0	0	0.458	0.467
PDE6C	GRK1	9606.ENSP00000360502	9606.ENSP00000334876	0	0	0	0	0.060	0.057	0	0.488	0.507
PDE6C	CERKL	9606.ENSP00000360502	9606.ENSP00000341159	0	0	0	0	0.067	0	0	0.435	0.450
PDE6C	IMPG1	9606.ENSP00000360502	9606.ENSP00000358966	0	0	0	0	0.136	0	0	0.359	0.422
PDE6C	ABCA4	9606.ENSP00000360502	9606.ENSP00000359245	0	0	0	0	0.059	0	0	0.571	0.579
PDE6C	EYS	9606.ENSP00000360502	9606.ENSP00000359655	0	0	0	0	0.058	0.042	0	0.606	0.613
PDE6C	PDE6B	9606.ENSP00000360502	9606.ENSP00000420295	0	0	0.055	0.969	0	0	0	0.402	0.411
PDE6C	NRL	9606.ENSP00000360502	9606.ENSP00000454062	0	0	0	0	0	0	0	0.431	0.431
PDE6C	RP1L1	9606.ENSP00000360502	9606.ENSP00000371923	0	0	0	0	0.049	0	0	0.441	0.446
PDE6C	CACNA1F	9606.ENSP00000360502	9606.ENSP00000365441	0	0	0	0	0.070	0	0	0.449	0.466
PDE6C	GUCA1A-2	9606.ENSP00000360502	9606.ENSP00000362049	0	0	0	0	0.060	0	0	0.462	0.473
PDE6C	CDHR1	9606.ENSP00000360502	9606.ENSP00000485478	0	0	0	0	0	0	0	0.482	0.482
PDE6C	RAX2	9606.ENSP00000360502	9606.ENSP00000450456	0	0	0	0	0.074	0.045	0	0.472	0.492
PDE6C	RPGRIP1	9606.ENSP00000360502	9606.ENSP00000382895	0	0	0	0	0.086	0.062	0	0.505	0.539
PDE6C	RPGR	9606.ENSP00000360502	9606.ENSP00000495537	0	0	0	0	0.068	0	0	0.536	0.549
PDE6C	NR2E3	9606.ENSP00000360502	9606.ENSP00000482504	0	0	0	0	0.081	0	0	0.540	0.559
PDE6C	OPN1MW	9606.ENSP00000360502	9606.ENSP00000472316	0	0	0	0	0.108	0.046	0	0.532	0.567
PDE6C	BEST1	9606.ENSP00000360502	9606.ENSP00000399709	0	0	0	0	0.055	0	0	0.574	0.581
PDE6C	AIPL1	9606.ENSP00000360502	9606.ENSP00000370521	0	0	0	0	0.086	0.046	0	0.581	0.602
PDE6C	KCNV2	9606.ENSP00000360502	9606.ENSP00000371514	0	0	0	0	0.182	0.045	0	0.583	0.645
PDE6C	CNGA1	9606.ENSP00000360502	9606.ENSP00000384264	0	0	0	0	0.073	0.071	0	0.683	0.703
PDE6D	GUCY2D	9606.ENSP00000287600	9606.ENSP00000254854	0	0	0	0	0	0.058	0.650	0.253	0.732
PDE6D	PDE6A	9606.ENSP00000287600	9606.ENSP00000255266	0	0	0	0	0	0.087	0	0.669	0.685
PDE6D	ARL3	9606.ENSP00000287600	9606.ENSP00000260746	0	0	0	0	0.113	0.875	0	0.726	0.967
PDE6D	B9D1	9606.ENSP00000287600	9606.ENSP00000261499	0	0	0	0	0.044	0	0	0.474	0.476
PDE6D	GRK7	9606.ENSP00000287600	9606.ENSP00000264952	0	0	0	0	0	0	0	0.458	0.458
PDE6D	AHI1	9606.ENSP00000287600	9606.ENSP00000265602	0	0	0	0	0	0	0	0.541	0.541
PDE6D	PDE6H	9606.ENSP00000287600	9606.ENSP00000266395	0	0	0	0	0	0	0	0.478	0.478
PDE6D	OFD1	9606.ENSP00000287600	9606.ENSP00000344314	0	0	0	0	0	0	0	0.400	0.400
PDE6D	RHO	9606.ENSP00000287600	9606.ENSP00000296271	0	0	0	0	0	0	0	0.405	0.405
PDE6D	TMEM67	9606.ENSP00000287600	9606.ENSP00000389998	0	0	0	0	0	0	0	0.418	0.418
PDE6D	MKS1	9606.ENSP00000287600	9606.ENSP00000376827	0	0	0	0	0.060	0	0	0.419	0.430
PDE6D	TCTN2	9606.ENSP00000287600	9606.ENSP00000304941	0	0	0	0	0	0	0	0.435	0.435
PDE6D	IFT88	9606.ENSP00000287600	9606.ENSP00000323580	0	0	0	0	0	0	0	0.484	0.484
PDE6D	IQCB1	9606.ENSP00000287600	9606.ENSP00000311505	0	0	0	0	0.049	0	0	0.481	0.485
PDE6D	NPHP1	9606.ENSP00000287600	9606.ENSP00000313169	0	0	0	0	0	0	0	0.489	0.489
PDE6D	PDE6G	9606.ENSP00000287600	9606.ENSP00000328412	0	0	0	0	0	0	0	0.501	0.501
PDE6D	CEP290	9606.ENSP00000287600	9606.ENSP00000448012	0	0	0	0	0	0	0	0.530	0.530
PDE6D	CC2D2A	9606.ENSP00000287600	9606.ENSP00000403465	0	0	0	0	0	0	0	0.544	0.544
PDE6D	TMEM216	9606.ENSP00000287600	9606.ENSP00000334844	0	0	0	0	0.067	0	0	0.538	0.550
PDE6D	TCTN1	9606.ENSP00000287600	9606.ENSP00000380779	0	0	0	0	0.060	0	0	0.571	0.580
PDE6D	PDE6B	9606.ENSP00000287600	9606.ENSP00000420295	0	0	0	0	0.042	0.087	0	0.594	0.614
PDE6D	PDE6C	9606.ENSP00000287600	9606.ENSP00000360502	0	0	0	0	0	0.087	0	0.646	0.663
PDE6D	RPGRIP1	9606.ENSP00000287600	9606.ENSP00000382895	0	0	0	0	0	0	0	0.667	0.667
PDE6D	RPGRIP1L	9606.ENSP00000287600	9606.ENSP00000493946	0	0	0	0	0	0	0	0.668	0.668
PDE6D	GRK1	9606.ENSP00000287600	9606.ENSP00000334876	0	0	0	0	0	0	0	0.673	0.673
PDE6D	ARL13B	9606.ENSP00000287600	9606.ENSP00000377769	0	0	0	0	0	0	0.800	0.789	0.956
PDE6D	INPP5E	9606.ENSP00000287600	9606.ENSP00000360777	0	0	0	0	0	0.628	0.900	0.516	0.980
PDE6D	RPGR	9606.ENSP00000287600	9606.ENSP00000495537	0	0	0	0	0	0.981	0	0.732	0.994
PDE6G	GUCA1A	9606.ENSP00000328412	9606.ENSP00000053469	0	0	0	0	0.195	0	0	0.294	0.408
PDE6G	IMPG2	9606.ENSP00000328412	9606.ENSP00000193391	0	0	0	0	0	0	0	0.775	0.775
PDE6G	CRX	9606.ENSP00000328412	9606.ENSP00000221996	0	0	0	0	0.077	0	0	0.629	0.643
PDE6G	RCVRN	9606.ENSP00000328412	9606.ENSP00000226193	0	0	0	0	0.146	0	0	0.358	0.428
PDE6G	TULP1	9606.ENSP00000328412	9606.ENSP00000229771	0	0	0	0	0.048	0	0	0.705	0.707
PDE6G	GUCA1B	9606.ENSP00000328412	9606.ENSP00000230361	0	0	0	0	0.141	0	0	0.751	0.777
PDE6G	PRPH2	9606.ENSP00000328412	9606.ENSP00000230381	0	0	0	0	0.081	0	0	0.782	0.791
PDE6G	GNAT1	9606.ENSP00000328412	9606.ENSP00000232461	0	0	0	0	0.132	0.945	0.900	0.589	0.997
PDE6G	GNGT1	9606.ENSP00000328412	9606.ENSP00000248572	0	0	0	0	0.213	0	0.900	0.540	0.960
PDE6G	OPN1SW	9606.ENSP00000328412	9606.ENSP00000249389	0	0	0	0	0.129	0	0	0.473	0.522
PDE6G	CNGB1	9606.ENSP00000328412	9606.ENSP00000251102	0	0	0	0	0.092	0	0.500	0.755	0.879
PDE6G	GNAT2	9606.ENSP00000328412	9606.ENSP00000251337	0	0	0	0	0.127	0.775	0.900	0.441	0.987
PDE6G	GUCY2D	9606.ENSP00000328412	9606.ENSP00000254854	0	0	0	0	0.109	0	0.650	0.520	0.837
PDE6G	PDE6A	9606.ENSP00000328412	9606.ENSP00000255266	0	0	0	0	0.071	0.501	0.900	0.979	0.998
PDE6G	GUCA1C	9606.ENSP00000328412	9606.ENSP00000261047	0	0	0	0	0.055	0	0	0.395	0.405
PDE6G	RPE65	9606.ENSP00000328412	9606.ENSP00000262340	0	0	0	0	0.108	0	0	0.667	0.690
PDE6G	PRPF6	9606.ENSP00000328412	9606.ENSP00000266079	0	0	0	0	0	0	0	0.446	0.446
PDE6G	RLBP1	9606.ENSP00000328412	9606.ENSP00000268125	0	0	0	0	0.087	0	0	0.474	0.499
PDE6G	ROM1	9606.ENSP00000328412	9606.ENSP00000278833	0	0	0	0	0.149	0	0	0.722	0.754
PDE6G	C8orf37	9606.ENSP00000328412	9606.ENSP00000286688	0	0	0	0	0	0	0	0.480	0.480
PDE6G	PDE6D	9606.ENSP00000328412	9606.ENSP00000287600	0	0	0	0	0	0	0	0.501	0.501
PDE6G	MERTK	9606.ENSP00000328412	9606.ENSP00000295408	0	0	0	0	0	0	0	0.591	0.591
PDE6G	RHO	9606.ENSP00000328412	9606.ENSP00000296271	0	0	0	0	0.136	0	0	0.717	0.745
PDE6G	RP9	9606.ENSP00000328412	9606.ENSP00000297157	0	0	0	0	0	0	0	0.693	0.693
PDE6G	CA4	9606.ENSP00000328412	9606.ENSP00000300900	0	0	0	0	0.044	0	0	0.639	0.640
PDE6G	USH2A	9606.ENSP00000328412	9606.ENSP00000305941	0	0	0	0	0	0	0	0.402	0.402
PDE6G	PRPF3	9606.ENSP00000328412	9606.ENSP00000315379	0	0	0	0	0	0	0	0.674	0.674
PDE6G	SNRNP200	9606.ENSP00000328412	9606.ENSP00000317123	0	0	0	0	0	0	0	0.668	0.668
PDE6G	ZNF513	9606.ENSP00000328412	9606.ENSP00000318373	0	0	0	0	0.058	0	0	0.792	0.795
PDE6G	PRPF31	9606.ENSP00000328412	9606.ENSP00000324122	0	0	0	0	0	0	0	0.663	0.663
PDE6G	GUCA1A-2	9606.ENSP00000328412	9606.ENSP00000362049	0	0	0	0	0.190	0	0	0.297	0.406
PDE6G	LRAT	9606.ENSP00000328412	9606.ENSP00000337224	0	0	0	0	0	0	0	0.433	0.433
PDE6G	PROM1	9606.ENSP00000328412	9606.ENSP00000426809	0	0	0	0	0	0	0	0.486	0.485
PDE6G	AIPL1	9606.ENSP00000328412	9606.ENSP00000370521	0	0	0	0	0.111	0	0	0.445	0.486
PDE6G	RGS9BP	9606.ENSP00000328412	9606.ENSP00000334134	0	0	0	0	0.104	0	0.400	0.137	0.495
PDE6G	SPATA7	9606.ENSP00000328412	9606.ENSP00000377176	0	0	0	0	0	0	0	0.506	0.506
PDE6G	CLRN1	9606.ENSP00000328412	9606.ENSP00000329158	0	0	0	0	0	0	0	0.507	0.507
PDE6G	FAM161A	9606.ENSP00000328412	9606.ENSP00000385158	0	0	0	0	0	0	0	0.507	0.507
PDE6G	DHDDS	9606.ENSP00000328412	9606.ENSP00000353104	0	0	0	0	0	0	0	0.543	0.543
PDE6G	RPGR	9606.ENSP00000328412	9606.ENSP00000495537	0	0	0	0	0	0	0	0.596	0.596
PDE6G	IMPDH1	9606.ENSP00000328412	9606.ENSP00000345096	0	0	0	0	0.044	0	0	0.642	0.643
PDE6G	NR2E3	9606.ENSP00000328412	9606.ENSP00000482504	0	0	0	0	0.067	0	0	0.648	0.657
PDE6G	SEMA4A	9606.ENSP00000328412	9606.ENSP00000357265	0	0	0	0	0.063	0	0	0.652	0.659
PDE6G	BEST1	9606.ENSP00000328412	9606.ENSP00000399709	0	0	0	0	0	0	0	0.668	0.668
PDE6G	KLHL7	9606.ENSP00000328412	9606.ENSP00000343273	0	0	0	0	0.055	0	0	0.665	0.669
PDE6G	RDH12	9606.ENSP00000328412	9606.ENSP00000449079	0	0	0	0	0.067	0	0	0.668	0.677
PDE6G	PRPF8	9606.ENSP00000328412	9606.ENSP00000460348	0	0	0	0	0	0	0	0.678	0.678
PDE6G	TOPORS	9606.ENSP00000328412	9606.ENSP00000353735	0	0	0	0	0	0	0	0.686	0.686
PDE6G	ABCA4	9606.ENSP00000328412	9606.ENSP00000359245	0	0	0	0	0.094	0	0	0.683	0.700
PDE6G	TTC8	9606.ENSP00000328412	9606.ENSP00000482306	0	0	0	0	0	0	0	0.704	0.704
PDE6G	NRL	9606.ENSP00000328412	9606.ENSP00000454062	0	0	0	0	0.049	0	0	0.718	0.720
PDE6G	IDH3B	9606.ENSP00000328412	9606.ENSP00000482773	0	0	0	0	0	0	0	0.725	0.725
PDE6G	EYS	9606.ENSP00000328412	9606.ENSP00000359655	0	0	0	0	0	0	0	0.725	0.725
PDE6G	FSCN2	9606.ENSP00000328412	9606.ENSP00000334665	0	0	0	0	0.056	0	0	0.728	0.732
PDE6G	CERKL	9606.ENSP00000328412	9606.ENSP00000341159	0	0	0	0	0	0	0	0.739	0.739
PDE6G	PDE6C	9606.ENSP00000328412	9606.ENSP00000360502	0	0	0	0	0.066	0.457	0	0.532	0.742
PDE6G	PRCD	9606.ENSP00000328412	9606.ENSP00000467661	0	0	0	0	0.055	0	0	0.779	0.782
PDE6G	PCARE	9606.ENSP00000328412	9606.ENSP00000332809	0	0	0	0	0.106	0	0	0.779	0.793
PDE6G	CNGA1	9606.ENSP00000328412	9606.ENSP00000384264	0	0	0	0	0.074	0	0.500	0.797	0.898
PDE6G	PDE6B	9606.ENSP00000328412	9606.ENSP00000420295	0	0	0	0	0.098	0.501	0.900	0.949	0.997
PDE6H	GUCA1A	9606.ENSP00000266395	9606.ENSP00000053469	0	0	0	0	0.109	0	0	0.375	0.419
PDE6H	CRX	9606.ENSP00000266395	9606.ENSP00000221996	0	0	0	0	0.147	0	0	0.616	0.658
PDE6H	RCVRN	9606.ENSP00000266395	9606.ENSP00000226193	0	0	0	0	0.134	0	0	0.558	0.601
PDE6H	GUCA1B	9606.ENSP00000266395	9606.ENSP00000230361	0	0	0	0	0.108	0	0	0.550	0.581
PDE6H	PRPH2	9606.ENSP00000266395	9606.ENSP00000230381	0	0	0	0	0.108	0	0	0.447	0.486
PDE6H	GNAT1	9606.ENSP00000266395	9606.ENSP00000232461	0	0	0	0	0.154	0	0	0.620	0.665
PDE6H	GNGT1	9606.ENSP00000266395	9606.ENSP00000248572	0	0	0	0	0.074	0	0	0.609	0.623
PDE6H	OPN1SW	9606.ENSP00000266395	9606.ENSP00000249389	0	0	0	0	0.072	0	0	0.608	0.621
PDE6H	CNGB1	9606.ENSP00000266395	9606.ENSP00000251102	0	0	0	0	0.083	0	0	0.578	0.597
PDE6H	GNAT2	9606.ENSP00000266395	9606.ENSP00000251337	0	0	0	0	0.153	0	0	0.880	0.894
PDE6H	GUCY2D	9606.ENSP00000266395	9606.ENSP00000254854	0	0	0	0	0.080	0	0.650	0.529	0.835
PDE6H	PDE6A	9606.ENSP00000266395	9606.ENSP00000255266	0	0	0	0	0.104	0	0	0.740	0.757
PDE6H	GUCA1C	9606.ENSP00000266395	9606.ENSP00000261047	0	0	0	0	0.060	0	0	0.537	0.547
